client_id,age,balance,average_spending,average_balance,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,education_unknown,gender_F,gender_M,has_deposits_no,has_deposits_yes,loan_no,loan_yes,has_insurance_n,has_insurance_y,has_mortgage_no,has_mortgage_yes,poutcome_failure,poutcome_success
104736684,52.0,893.5843554615827,3.6792895197589903,843.2724911029562,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,True,True,False,False,False
104942363,73.0,472.6673374074005,4.112503582348941,451.9951792291088,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False
105414442,32.0,372.4983357970304,5.5648120429651815,308.3237284150962,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
105735903,34.0,204.20699107360588,-2.7372745850746516,258.78172565024175,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
105818842,41.0,784.4437666741574,-4.0714583259369235,854.2943594919979,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False
105887443,37.0,475.3394834670143,1.8230683189997103,385.0688690085071,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False
106019215,29.0,-60.1009514603001,-4.4323041019581,1.7969538236529325,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False
106281698,31.0,452.59418971693316,3.883887348243213,400.4553763032621,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False
106360835,29.0,330.7802648647312,0.45262401201908914,298.33309169859297,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,True,False,False
106451629,41.0,721.115731135437,0.6217875768318755,750.2715019293731,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False
107394598,36.0,284.51300619570577,-2.360725835587161,315.79427432633696,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
107906590,34.0,187.17105083885497,2.1381182559243257,117.10956422924738,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False
108094932,41.233851784080514,8.709929373574987,0.6841890260747107,51.506078535649145,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,True,False,True,False,False,False
108296535,54.0,-336.75791119022506,-1.3543581950952193,-423.6459376479183,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False
108598532,46.0,1.5917339940744881,3.903029246502434,-26.8307348501125,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,True,True,False,False,False
109035733,48.0,2505.7601167763587,5.4229224633168815,2334.34119527492,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
109113922,57.0,28.787084698743556,3.4840239943153564,-7.599552306846401,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,False
109201843,42.0,42.12154109136693,-1.58600383353419,6.890899061928495,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False
109558980,35.0,12.411742476531227,1.8256699965741074,48.0110911697583,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False
109657846,45.0,562.2019446200577,5.1958024944449335,478.21654713947163,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,True,False,False,True,False,False
110184592,64.0,379.24973928155396,2.9450388814671395,305.68931993238215,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False
110501514,38.0,-74.16654078442133,-0.13008042272824638,-17.045868472009325,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,False
110702393,31.0,614.7103291972719,-0.6009212250976407,596.4632131527701,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,False
110708367,46.0,137.33367147495062,-4.8808290601468,237.66896034754095,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False
111092546,31.0,1093.9204419990926,-4.225831910506622,1165.279578433899,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False
111200482,52.0,593.4326095994653,-2.260687817961566,562.3960347376774,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,False
111626731,43.0,3583.732369406043,4.0990336571124315,3559.464161275107,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False
111771967,34.0,435.95193128688015,1.4967644090631302,434.31210419276465,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
111780077,54.0,964.6916927473944,-0.5295069754110273,973.8009375917065,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False
112123266,53.0,-148.13924951120492,-2.5078846413382245,-79.38825869331897,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
112936030,41.233851784080514,2424.4113043231546,-0.5820680517911023,2412.1842412810292,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True,False,False
112998898,38.0,1119.9490964989452,-1.6411940567619423,1117.8547611466138,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
113349783,53.0,271.6549533500169,-4.837937686251851,289.28926522151386,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False
113446587,65.0,1014.252186229234,0.747596012576787,996.9068545251059,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False
113877813,59.0,-14.558362229383343,-1.1912864643867724,12.801764804905007,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False
113993985,36.0,753.8345440407131,3.297807257783702,736.7864321148461,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,False
114086069,60.0,4894.411790132062,0.15050313852061664,4888.733931962317,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False
114231185,56.0,-68.07914466686294,-3.4875705894630085,-46.74624887727715,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
114474566,55.0,907.137036549287,0.5951692797993292,889.0118251383063,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,False,False
115032286,37.0,1512.6500368212621,-3.8355800532616104,1549.7176515946785,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,False
115377113,58.0,79.69132273528223,-3.6278021875606883,109.77666474831118,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False
115507254,30.0,4183.763377240973,2.1333824966197064,4175.695764624734,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
115810529,33.0,103.04159209318276,4.133435704838173,5.743780910822844,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False
115913082,57.0,330.23979221826283,2.5358265674615357,259.3845105518004,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,False
115977457,31.0,12.487697030588663,0.016402058046939488,31.48428232161509,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False
116266023,54.0,291.533221594789,0.5957643133820147,234.3170984835004,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
116352577,27.0,469.947642450947,-4.341625690496308,536.3950785789361,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False
116439383,38.0,1162.8620160711785,-5.275829653146011,1195.7962164904752,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,False,False
116500816,41.0,1702.7501180173133,-1.503326168395488,1782.71441768728,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False
116506480,34.0,429.73261103907925,-2.4491969566608716,437.4392592082103,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,False
117400289,35.0,114.5212079682872,1.321974334991781,94.50059976588192,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,False
117649478,53.0,7036.489031333925,-1.8064680566154494,7076.9802730162855,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
117701149,39.0,154.88785163650107,1.4280488474680422,102.436054563014,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,True,False,False,True,False,False
117884654,57.0,2073.5699794552816,-3.6556384841834735,2120.860619531836,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False
117899808,38.0,1624.6789910421335,-4.300865693832156,1636.6051788635255,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False
118093923,35.0,131.1162714159993,0.2766509099900861,147.27666522614797,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False
119206691,41.0,518.0632166909965,2.501841329256108,446.71635264582557,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,False
119317123,29.0,3127.4807904343984,3.8978159504150063,3043.3071936014794,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False
119858616,63.0,17952.338015040183,-2.277830706159002,18011.648781142903,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,False
120028078,36.0,843.4984384531499,-0.9666122001442727,907.2229537784123,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False
120336408,41.0,-36.546969111235555,-1.0835457148785053,25.395612016293715,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,True,False,False,True,False,False
120637062,36.0,1420.6976109442687,2.9245551929205793,1433.4251488366613,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False
120674432,36.0,65.75443999713326,-2.032010074303671,83.49703186315497,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False
120838501,48.0,-217.2435858300404,-4.428898819433844,-155.28444388794773,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False
120899186,45.0,-5.085617320777981,-0.3329411455430062,2.266633482354896,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False
121107476,37.0,1596.5983479932847,-0.2901573288202053,1632.8954753422743,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False
121251624,37.0,30.01881111912693,1.8980102171185544,9.479136179310723,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False
121545091,39.0,1.2711165604906824,-4.522284286967691,54.350478494524396,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,True,True,False,False,False
121902795,35.0,2419.170321901637,-2.402814757613833,2457.428909263464,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False
122069669,63.0,2300.1287573239847,5.750058573509159,2208.265286226127,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,False,True,True,False,False,False
122279077,44.0,207.15395895101605,2.4709898763032903,175.3106947408254,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False
122605092,33.0,127.60668333045402,-1.4790863673490207,145.20400742122112,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,True,True,False,False,False
122651436,25.0,3631.568898709189,-6.068428069796428,3725.701547656223,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False
122674190,34.0,1329.9358223798263,1.1708113405179847,1378.188156372677,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,False
123033241,54.0,651.1522553327078,0.39792874825543095,625.7851564294075,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
123316323,36.0,2731.5901548174793,-2.996558716456748,2841.0689003150155,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False
124333629,40.0,-64.52869251397705,-6.324078196795954,2.129607191760739,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False
124556493,50.0,943.2972945645965,-1.15635707202925,908.1697752465902,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False
124734248,51.0,1686.020399317123,1.750685432042701,1599.4782757993958,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,False
124902929,34.0,242.90307697034623,1.4273562124861416,246.66881616791585,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False
125116078,30.0,253.29640674145656,-1.560102212384952,225.19475373388678,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,False
125571081,65.0,20632.58945899346,-4.990789717182634,20804.246662857193,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False
125847324,59.0,2562.8961940853364,2.1708350972349764,2514.8839238698633,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False
126592383,37.0,-7.19986679535447,5.3445777851106975,-6.932421638558795,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False
126779364,37.0,23.616286050811823,2.09289144924558,18.525048445918916,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False
127161239,29.0,65.90631053281191,4.274003309138138,4.2276660007991484,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False
127454868,29.0,187.3230250107781,-3.8060283384971716,254.4888998818419,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,False
127701758,59.0,580.0213619382736,-9.761666004240857,694.0360221139764,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,False
128067477,39.0,72.05834121992054,3.4584964138902445,37.841805663853435,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False
128071649,30.0,9656.78621151846,-1.1661170054510148,9662.049724629569,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False
128273280,45.0,473.6028895639287,-1.7423107731455025,515.0535535902068,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False
128359331,53.0,2312.2705522532488,1.5859839107031621,2286.7451649109075,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False
128366062,32.0,609.4423069969106,7.024249033583974,538.4328168543535,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,True,False,True,False,False,False
128720780,24.0,-12.10153110653853,0.46110958565152826,-6.25637028503983,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False
128886547,27.0,478.2805083165443,-4.509325075997924,498.64907863318217,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,False
128907874,44.0,2674.603401366358,0.7095953382681364,2737.5172606441392,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,True,False,True,False,False,False
128942863,29.0,-205.80639235686232,-2.4434958357770666,-274.1348612796804,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,True,False,False
129112446,65.0,2826.4993868711354,6.079822457071823,2747.4428603767733,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False
129138879,27.0,348.0862215687216,3.835237097129716,285.68221980674105,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False
129228476,40.0,733.1260150829262,-4.077151243569106,762.106359210274,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,False
129305990,47.0,2575.5610918250236,-1.878430159216896,2606.4439972077503,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False
129571357,46.0,21.271755374432455,-2.352639887905957,-8.95900720162421,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False
129580224,57.0,369.47959007623575,-1.7653567675173463,501.3943940735322,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,False
129683368,56.0,3515.7814321711667,2.860233137911255,3472.994007332006,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False
129756136,37.0,30.3310381126215,-2.1620336241926474,1.3483480172835982,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
130223900,41.0,-138.84478931923712,7.609718799639966,-194.66460888750382,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False
130467436,29.0,842.69085130127,-1.8089643986245165,930.5531593583967,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,False
130632642,31.0,174.7268309621344,3.315915326645799,128.63854347794017,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False
131059715,32.0,945.1133472607598,-1.4088536885876874,932.1505333157844,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False
131405561,56.0,12402.071794861664,2.800671940729735,12362.668791929716,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False
132042957,43.0,-135.35542365955249,3.1552275402458223,-176.13112032976363,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False
132065757,56.0,435.4024110705627,-2.7562264025989975,511.08339411473787,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False
132227363,33.0,-7.9917661913159055,0.32931418601069445,-18.98383547461146,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,False
132271537,33.0,3143.4914069344604,4.764452552935945,3070.4352239019872,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False
132413263,49.0,233.25602656089072,1.404472637268983,190.6022813980803,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False
132502028,44.0,4729.178246804957,-0.8194875427419902,4757.657414481292,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False
132517454,42.0,111.59556094439407,-2.2950315100395726,21.958455314050777,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False
132554391,47.0,4767.55263886142,-2.7230696847174114,4831.58660890939,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,False,True,False,True,False,False
132788292,53.0,26.563559550260887,-0.14886775666997976,31.466046041154097,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False
133010625,30.0,628.7547404426864,-1.435099171764491,642.9985820752065,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,True,False,True,False,False,False
133757072,60.0,34.936560610651895,-3.4415793437336912,38.19128649768311,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False
133917362,41.0,54.441771035035615,-0.6182056628958796,41.26881117135338,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False
133933452,36.0,169.85951706735062,2.6421471925137934,135.78792833219362,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
