age,balance,average_spending,average_balance,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,has_deposits_no,has_deposits_yes,loan_no,loan_yes,has_insurance_n,has_insurance_y,has_mortgage_no,has_mortgage_yes,predictions
80.0,149.44562351112904,-5.999374891637468,229.06620297063384,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,0.7412597063284813
77.0,3359.8438183461567,-2.658964242200727,3403.316482180079,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,0.7410163522961314
63.0,1748.060629868695,-8.241968544946731,1783.5228012689759,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.7409176272105799
68.0,214.95021221489375,-2.658226556596493,243.45596692785406,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,0.7404732536806407
67.0,717.3328659374606,0.7502167092968057,706.5716014151421,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,0.7391207679101427
81.0,335.4974948028803,-4.212174850336058,448.8101459728659,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,0.73756052066279
78.0,1349.6867731227953,-1.4461679406169332,1386.7868785794221,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,0.7375568631602099
74.0,9614.946108040356,5.81979947658132,9476.11943297512,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.737076337215872
78.0,3168.2180157134226,0.507041840645361,3200.596063935149,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,0.7364427814627027
62.0,784.0508034208202,3.517102073745241,806.0805818219012,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,0.7354830424001183
82.0,8559.833468592686,-2.9627048244709293,8611.145615897496,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,0.7342773275454885
63.0,1399.6028331400041,-9.362966253591894,1464.0401501536749,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,0.734258343476227
69.0,4579.107127878197,-1.071427578647599,4578.915824778006,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,0.7336252028686949
69.0,426.71519769555056,-2.2551085942176905,493.88078071767137,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,0.7334980173915824
78.0,2691.738814627604,-6.189488814462675,2787.662721790182,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,True,False,0.7333944108677745
68.0,358.7030608495154,-4.869653436845515,468.3091900987356,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,True,False,0.7332031327143822
83.0,17.868001336012377,1.6587636087206328,40.38063607138807,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,0.7329086773994311
64.0,3912.8096935608864,-7.205219446069513,3968.696389189256,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.7325763042543793
70.0,110.69355202491676,3.45924794293727,60.92944138271533,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.7322594752268605
77.0,-18.067706646851832,-4.8130329216536385,10.90471501584015,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,0.732097795399211
65.0,56.9499965731281,4.522651636249767,20.056017792730934,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.7299554504393991
84.0,654.1127454004353,4.326847216883907,638.0363659452038,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,True,False,0.7291655846771142
61.0,3036.252780644466,-6.0504777348655265,3111.8307955892305,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.7290611809102893
63.0,4748.5633184805365,2.7851318402746257,4687.956264499158,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,0.7287147815799108
61.0,8726.82701101275,-1.7569796551534091,8738.162355723138,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,0.7280622714779149
65.0,20632.58945899346,-4.990789717182634,20804.246662857193,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,0.7275038610676932
63.0,624.3280143554707,2.5622210901804374,480.66891365473714,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.7274040937785842
61.0,1313.3923112650682,1.3582188116889937,1280.4796642744209,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.7273440721199173
63.0,17952.338015040183,-2.277830706159002,18011.648781142903,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.7271004001263978
78.0,8605.346857986799,1.999772613080495,8561.503339570505,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,True,False,0.7268066585296775
73.0,460.45627685621815,-8.985187404761785,463.4691203359715,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.7265136857723532
63.0,1570.5697355953712,3.3321504224158525,1499.9508526696434,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.7261685350716784
63.0,3023.7572660424635,3.607372661605132,2924.8462696685947,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.7261093232582483
72.0,57.69620795955999,1.6864663262804107,19.22582416986507,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.7258179441634415
73.0,472.6673374074005,4.112503582348941,451.9951792291088,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.7253929099417421
59.0,3504.0491571704065,3.819378035494483,3442.3741303633533,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,True,False,0.7253914897434245
92.0,824.3365440313445,3.6090360096088716,768.6725448198142,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,0.7241912410919608
59.0,43.02616540440016,2.5360340611600716,13.631014816473757,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,0.723894944006018
79.0,8441.682552655127,7.418631717818571,8301.757872992093,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,0.7234298037080938
87.0,6685.660400322239,-4.062830779001851,6744.87866052636,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,True,False,0.7234224343251899
57.0,803.3759224125778,4.515700612517826,743.4668469867363,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,True,False,0.7232157710156009
61.0,43.7123132866264,-7.34148563130155,181.56690923993685,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,True,False,0.7229825007747415
61.0,300.25986625378675,1.7944570898445067,231.89475190119904,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.7226107419403444
59.0,9604.716493529751,-3.709538216168148,9695.966628518892,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,True,False,0.7220215249441333
70.0,2616.2799925537174,3.4655941399643235,2638.1854764562845,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.7214050709864476
62.0,1411.9542223666954,-0.7295540580146007,1486.577114297345,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.7213521245957328
60.0,13493.20847834199,-6.860715244641979,13563.606976809737,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.7212283061322498
67.0,348.0034983525059,0.6677107269497264,352.84853403971607,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,True,False,0.7210892706847882
21.0,114.71245909881202,-5.070137481679927,208.78795346852198,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.7207908753429764
64.0,556.470574727516,-1.2459483198944918,598.3040990983698,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False,0.7207375399421784
77.0,9684.677529910421,5.031266667092714,9581.847078649289,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,0.7205983913364749
61.0,2869.9717903634196,-3.2096590284687045,2914.2176127215407,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.7205962169945768
73.0,1919.6401915541314,6.692811811860338,1868.805531904771,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.7205667856801218
67.0,2170.496537419822,12.760485937317718,2048.327047902865,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,0.7203500168827525
69.0,2327.791900681784,-8.366950852449591,2475.3774980930584,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.7203131638154646
58.0,3276.6273571861,2.066836291548916,3249.0637616943523,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,True,False,0.7202619566478552
67.0,1441.1141536264647,-4.7615766287335735,1461.7015565258944,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.7201171249489314
61.0,134.59612211575478,-6.169845682914199,100.74348794971685,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.7199111484435196
61.0,465.5191820036928,-3.4657494060124554,575.1765078888476,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.7198183271836567
67.0,1324.403989979998,-3.2614990018319987,1321.3751351592368,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.7196648395591215
62.0,5896.938094466477,-4.078581871546703,5934.388521029829,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,True,False,0.7190766382963156
21.0,682.2435017964323,-7.055171216863296,791.5927491707557,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.7190544966234689
18.0,208.88020417953896,4.088624751763397,112.8868967845104,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,0.7188985558653687
90.0,699.386145843383,-3.175521296546558,689.3405812997024,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,True,False,0.7186008266764135
54.0,3007.448135712034,-10.065452631904027,3097.8056669940615,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,True,False,0.7184157385610344
59.0,502.9223998526743,3.546593342072124,519.676871710208,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,0.7181339741439559
77.0,29481.49966979097,4.968838763694802,29329.90062418846,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,0.7180356144436668
20.0,811.7661840589107,2.743519899965049,753.3353017752901,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,0.7179556351092957
60.0,4379.365919140876,3.0385101758185558,4247.326563212192,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,0.7179206758136621
20.0,264.19499180350425,2.0695803690349224,218.01523240716836,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.7178360421668981
77.0,7707.360566118592,-2.274960891977862,7783.13164047207,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,True,False,0.7173448902188504
66.0,148.90157414901392,-3.744959004391425,190.49766998240779,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.7172680862183798
72.0,1095.9504189821191,2.389173694818064,1130.0667809239237,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.7172553523980266
68.0,810.9214331625756,10.709314226383098,687.1983091862547,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,0.7170145815126364
67.0,756.1557524023723,-0.8795050117218807,705.3377456742005,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.7169966422304894
20.0,815.985626964468,2.5000545380628454,793.6954725889863,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,0.7169919118784748
56.0,9341.606706311344,-4.3596178243680335,9354.480662854257,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,0.716955380254774
21.0,260.7576393680283,0.022003900130949317,224.6030716144655,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.7167795883586203
62.0,253.22762934949705,0.8289523334358512,283.5907293830843,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.7165106860845876
56.0,13029.28823473715,-3.099990301891739,13117.670047257941,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,True,False,0.7164840756720261
68.0,480.7595895000931,8.375272824291352,437.3476387625778,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.7162077783920364
71.0,3509.732052476045,-5.069840243150939,3573.8280328478036,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,True,False,0.7161638589076196
77.0,655.005971222313,-2.829504922866863,670.1658989115814,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.7160543673702893
61.0,1002.849158393448,0.47314148313326315,1043.5487877364917,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.7159603578025089
71.0,1609.9277092505113,-4.96756531389643,1699.1201541668436,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.7159239065022315
22.0,294.714890413509,-3.751916644616547,374.10356304531774,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.715878869683503
21.0,109.32599868596236,-0.26599324093152515,115.74190431132209,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,0.7157786873471355
70.0,6327.193614682943,-3.590849742884675,6410.514878144467,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.7157558330507229
19.0,318.61934114411343,1.3950235134196032,322.1337202325624,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.7154674848181724
21.0,103.48259426891703,3.9990015403790955,66.71894321904072,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.7153682112110848
71.0,2860.9434633517794,-1.0309337978006807,2872.9196105612305,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.7153672568974208
71.0,2727.1682090366894,-5.712805687934543,2858.1413805922693,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.7153409500256724
22.0,198.4881915081705,2.3960265484507284,188.1559776289018,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.7152326327043284
22.0,213.70696954514344,2.381905720073891,146.65323753199348,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.7152326327043284
71.0,4621.6217319446205,-4.581961014007902,4665.816484717512,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,0.715115724749352
77.0,-0.9491067516526893,4.332083623354225,-10.700710111904165,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.7149764998710139
68.0,523.1545232441335,4.524114577151432,439.81169210135005,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,0.7149418238265902
80.0,1046.4106864149383,3.488249372563564,978.1441639728021,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,0.7148542567048171
20.0,162.5869284518064,-3.1486832374955624,174.0433331294055,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.7147857851494686
19.0,353.3179267416129,0.7360251498661432,301.97579758780915,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.7146129990555967
72.0,1608.5281266372986,1.7377447513743483,1557.4456300403813,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.7145795120887892
65.0,2299.724411314055,-1.7868065931305501,2425.532023020287,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.71451747596388
60.0,8357.631844275524,2.690835575546298,8309.864550760582,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.7144039505020529
84.0,81102.31560906564,-4.891762934503495,81197.79308471327,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,0.7143990952766778
66.0,942.658245558297,-3.4640901963901523,1007.8949897372519,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,0.7140054180406895
21.0,688.6859384207078,-2.0192489105753384,695.5035580169208,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.7139519620557593
86.0,597.3669005969771,5.413782886924305,605.696585620484,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,0.7138801542088576
67.0,4457.424872107231,2.9467270087927684,4406.933490506696,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,0.7138523102851638
62.0,1110.6399885400374,4.281762047407856,1061.4373710870238,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,0.7137193645303
18.0,151.67885219660187,-0.6228916124824831,111.25043312564149,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,0.7136158333583518
67.0,2119.9444456369374,-1.0517416115532432,2151.31639195903,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,True,False,0.713609515411068
27.0,20592.377106953943,1.696922413611901,20597.21642127535,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.7130759708896528
25.0,406.38100384738107,2.4365575210402493,352.19332792467634,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0.7128734204858381
18.0,380.1897710801252,-0.05695603216453492,354.7291132911709,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,0.7126169062537805
69.0,332.1922954650681,3.8789862771368915,326.01541978185924,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,0.7124624817295316
24.0,9893.735781709991,3.2354564136269617,9872.15234072682,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.7124179188651653
58.0,8979.77770549195,-2.0987432944714963,9007.128111750128,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,0.7124106360274145
20.0,476.70882530345773,-3.002097069906631,506.47505419047775,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.7123596592419921
19.0,437.0966047633264,-0.17837114046501257,379.4242130846961,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,0.7122919143059303
59.0,1070.4112999926033,1.8371985295663398,1041.9858496237455,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,0.712203340668944
